[[¬x, ¬y], [x, ¬v1, ¬v2], [x, ¬v3, ¬v4], [y, ¬v5, ¬v6], [y, ¬v7, ¬v8]]                                                                                                                                                                                    
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, ¬v4], [y, v5, ¬v6], [y, v2, ¬v7]]                                                                                                                                                                                        
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, ¬v4], [y, v5, ¬v6], [y, v2, v7]]                                                                                                                                                                                         
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, ¬v4], [y, v5, v6], [y, v2, ¬v7]]                                                                                                                                                                                         
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, ¬v4], [y, v5, v6], [y, v2, v7]]                                                                                                                                                                                          
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, v4], [y, ¬v5, ¬v6], [y, v2, ¬v7]]                                                                                                                                                                                        
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, v4], [y, ¬v5, ¬v6], [y, v2, v7]]                                                                                                                                                                                         
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, v4], [y, ¬v5, v6], [y, v2, ¬v7]]                                                                                                                                                                                         
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, v4], [y, ¬v5, v6], [y, v2, v7]]                                                                                                                                                                                          
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, v4], [y, v5, ¬v6], [y, v2, ¬v7]]                                                                                                                                                                                         
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, v4], [y, v5, ¬v6], [y, v2, v7]]                                                                                                                                                                                          
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, v4], [y, v5, v6], [y, v2, ¬v7]]                                                                                                                                                                                          
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, v4], [y, v5, v6], [y, v2, v7]]                                                                                                                                                                                           
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, v4], [y, v4, ¬v5], [y, v2, ¬v6]]                                                                                                                                                                                         
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, v4], [y, v4, ¬v5], [y, v2, v6]]                                                                                                                                                                                          
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, v4], [y, v4, v5], [y, v2, ¬v6]]                                                                                                                                                                                          
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, v4], [y, v4, v5], [y, v2, v6]]                                                                                                                                                                                           
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, v4], [y, ¬v5, ¬v6], [y, v2, v4]]                                                                                                                                                                                         
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, v4], [y, ¬v5, v6], [y, v2, v4]]                                                                                                                                                                                          
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, v4], [y, v5, ¬v6], [y, v2, v4]]                                                                                                                                                                                          
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, v4], [y, v5, v6], [y, v2, v4]]                                                                                                                                                                                           
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, ¬v4], [y, v3, ¬v5], [y, v2, ¬v6]]                                                                                                                                                                                        
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, ¬v4], [y, v3, ¬v5], [y, v2, v6]]                                                                                                                                                                                         
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, ¬v4], [y, v3, v5], [y, v2, ¬v6]]                                                                                                                                                                                         
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, ¬v4], [y, v3, v5], [y, v2, v6]]                                                                                                                                                                                          
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, v4], [y, v3, ¬v5], [y, v2, ¬v6]]                                                                                                                                                                                         
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, v4], [y, v3, ¬v5], [y, v2, v6]]                                                                                                                                                                                          
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, v4], [y, v3, v5], [y, v2, ¬v6]]                                                                                                                                                                                          
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, v4], [y, v3, v5], [y, v2, v6]]                                                                                                                                                                                           
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, v4], [y, v3, v4], [y, v2, ¬v5]]                                                                                                                                                                                          
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, v4], [y, v3, v4], [y, v2, v5]]                                                                                                                                                                                           
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, v4], [y, v3, ¬v5], [y, v2, v4]]                                                                                                                                                                                          
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, v4], [y, v3, v5], [y, v2, v4]]                                                                                                                                                                                           
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, ¬v4], [y, ¬v5, ¬v6], [y, v2, v3]]                                                                                                                                                                                        
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, ¬v4], [y, ¬v5, v6], [y, v2, v3]]                                                                                                                                                                                         
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, ¬v4], [y, v5, ¬v6], [y, v2, v3]]                                                                                                                                                                                         
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, ¬v4], [y, v5, v6], [y, v2, v3]]                                                                                                                                                                                          
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, v4], [y, ¬v5, ¬v6], [y, v2, v3]]                                                                                                                                                                                         
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, v4], [y, ¬v5, v6], [y, v2, v3]]                                                                                                                                                                                          
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, v4], [y, v5, ¬v6], [y, v2, v3]]                                                                                                                                                                                          
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, v4], [y, v5, v6], [y, v2, v3]]                                                                                                                                                                                           
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, v4], [y, v4, ¬v5], [y, v2, v3]]                                                                                                                                                                                          
[[¬x, ¬y], [x, ¬v1, v2], [x, v3, v4], [y, v4, v5], [y, v2, v3]]                                                                                                                                                                                           
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, ¬v4], [y, ¬v5, ¬v6], [y, ¬v7, ¬v8]]                                                                                                                                                                                     
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, ¬v4], [y, ¬v5, ¬v6], [y, ¬v7, v8]]                                                                                                                                                                                      
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, ¬v4], [y, ¬v5, ¬v6], [y, v7, ¬v8]]                                                                                                                                                                                      
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, ¬v4], [y, ¬v5, ¬v6], [y, v7, v8]]                                                                                                                                                                                       
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, ¬v4], [y, ¬v5, v6], [y, ¬v7, ¬v8]]                                                                                                                                                                                      
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, ¬v4], [y, ¬v5, v6], [y, ¬v7, v8]]                                                                                                                                                                                       
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, ¬v4], [y, ¬v5, v6], [y, v7, ¬v8]]                                                                                                                                                                                       
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, ¬v4], [y, ¬v5, v6], [y, v7, v8]]                                                                                                                                                                                        
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, ¬v4], [y, v5, ¬v6], [y, ¬v7, ¬v8]]                                                                                                                                                                                      
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, ¬v4], [y, v5, ¬v6], [y, ¬v7, v8]]                                                                                                                                                                                       
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, ¬v4], [y, v5, ¬v6], [y, v7, ¬v8]]                                                                                                                                                                                       
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, ¬v4], [y, v5, ¬v6], [y, v7, v8]]                                                                                                                                                                                        
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, ¬v4], [y, v5, v6], [y, ¬v7, ¬v8]]                                                                                                                                                                                       
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, ¬v4], [y, v5, v6], [y, ¬v7, v8]]                                                                                                                                                                                        
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, ¬v4], [y, v5, v6], [y, v7, ¬v8]]                                                                                                                                                                                        
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, ¬v4], [y, v5, v6], [y, v7, v8]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, v4], [y, ¬v5, ¬v6], [y, ¬v7, ¬v8]]                                                                                                                                                                                      
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, v4], [y, ¬v5, ¬v6], [y, ¬v7, v8]]                                                                                                                                                                                       
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, v4], [y, ¬v5, ¬v6], [y, v7, ¬v8]]                                                                                                                                                                                       
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, v4], [y, ¬v5, ¬v6], [y, v7, v8]]                                                                                                                                                                                        
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, v4], [y, ¬v5, v6], [y, ¬v7, ¬v8]]                                                                                                                                                                                       
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, v4], [y, ¬v5, v6], [y, ¬v7, v8]]                                                                                                                                                                                        
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, v4], [y, ¬v5, v6], [y, v7, ¬v8]]                                                                                                                                                                                        
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, v4], [y, ¬v5, v6], [y, v7, v8]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, v4], [y, v5, ¬v6], [y, ¬v7, ¬v8]]                                                                                                                                                                                       
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, v4], [y, v5, ¬v6], [y, ¬v7, v8]]                                                                                                                                                                                        
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, v4], [y, v5, ¬v6], [y, v7, ¬v8]]                                                                                                                                                                                        
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, v4], [y, v5, ¬v6], [y, v7, v8]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, v4], [y, v5, v6], [y, ¬v7, ¬v8]]                                                                                                                                                                                        
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, v4], [y, v5, v6], [y, ¬v7, v8]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, v4], [y, v5, v6], [y, v7, ¬v8]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, v4], [y, v5, v6], [y, v7, v8]]                                                                                                                                                                                          
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, v4], [y, v4, ¬v5], [y, ¬v6, ¬v7]]                                                                                                                                                                                       
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, v4], [y, v4, ¬v5], [y, ¬v6, v7]]                                                                                                                                                                                        
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, v4], [y, v4, ¬v5], [y, v6, ¬v7]]                                                                                                                                                                                        
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, v4], [y, v4, ¬v5], [y, v6, v7]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, v4], [y, v4, v5], [y, ¬v6, ¬v7]]                                                                                                                                                                                        
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, v4], [y, v4, v5], [y, ¬v6, v7]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, v4], [y, v4, v5], [y, v6, ¬v7]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, v4], [y, v4, v5], [y, v6, v7]]                                                                                                                                                                                          
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, v4], [y, ¬v5, ¬v6], [y, v4, ¬v7]]                                                                                                                                                                                       
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, v4], [y, ¬v5, ¬v6], [y, v4, v7]]                                                                                                                                                                                        
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, v4], [y, ¬v5, v6], [y, v4, ¬v7]]                                                                                                                                                                                        
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, v4], [y, ¬v5, v6], [y, v4, v7]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, v4], [y, v5, ¬v6], [y, v4, ¬v7]]                                                                                                                                                                                        
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, v4], [y, v5, ¬v6], [y, v4, v7]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, v4], [y, v5, v6], [y, v4, ¬v7]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, ¬v3, v4], [y, v5, v6], [y, v4, v7]]                                                                                                                                                                                          
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, ¬v4], [y, ¬v5, ¬v6], [y, ¬v7, ¬v8]]                                                                                                                                                                                      
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, ¬v4], [y, ¬v5, ¬v6], [y, ¬v7, v8]]                                                                                                                                                                                       
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, ¬v4], [y, ¬v5, ¬v6], [y, v7, ¬v8]]                                                                                                                                                                                       
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, ¬v4], [y, ¬v5, ¬v6], [y, v7, v8]]                                                                                                                                                                                        
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, ¬v4], [y, ¬v5, v6], [y, ¬v7, ¬v8]]                                                                                                                                                                                       
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, ¬v4], [y, ¬v5, v6], [y, ¬v7, v8]]                                                                                                                                                                                        
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, ¬v4], [y, ¬v5, v6], [y, v7, ¬v8]]                                                                                                                                                                                        
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, ¬v4], [y, ¬v5, v6], [y, v7, v8]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, ¬v4], [y, v5, ¬v6], [y, ¬v7, ¬v8]]                                                                                                                                                                                       
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, ¬v4], [y, v5, ¬v6], [y, ¬v7, v8]]                                                                                                                                                                                        
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, ¬v4], [y, v5, ¬v6], [y, v7, ¬v8]]                                                                                                                                                                                        
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, ¬v4], [y, v5, ¬v6], [y, v7, v8]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, ¬v4], [y, v5, v6], [y, ¬v7, ¬v8]]                                                                                                                                                                                        
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, ¬v4], [y, v5, v6], [y, ¬v7, v8]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, ¬v4], [y, v5, v6], [y, v7, ¬v8]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, ¬v4], [y, v5, v6], [y, v7, v8]]                                                                                                                                                                                          
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, ¬v5, ¬v6], [y, ¬v7, ¬v8]]                                                                                                                                                                                       
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, ¬v5, ¬v6], [y, ¬v7, v8]]                                                                                                                                                                                        
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, ¬v5, ¬v6], [y, v7, ¬v8]]                                                                                                                                                                                        
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, ¬v5, ¬v6], [y, v7, v8]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, ¬v5, v6], [y, ¬v7, ¬v8]]                                                                                                                                                                                        
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, ¬v5, v6], [y, ¬v7, v8]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, ¬v5, v6], [y, v7, ¬v8]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, ¬v5, v6], [y, v7, v8]]                                                                                                                                                                                          
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v5, ¬v6], [y, ¬v7, ¬v8]]                                                                                                                                                                                        
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v5, ¬v6], [y, ¬v7, v8]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v5, ¬v6], [y, v7, ¬v8]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v5, ¬v6], [y, v7, v8]]                                                                                                                                                                                          
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v5, v6], [y, ¬v7, ¬v8]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v5, v6], [y, ¬v7, v8]]                                                                                                                                                                                          
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v5, v6], [y, v7, ¬v8]]                                                                                                                                                                                          
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v5, v6], [y, v7, v8]]                                                                                                                                                                                           
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v4, ¬v5], [y, ¬v6, ¬v7]]                                                                                                                                                                                        
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v4, ¬v5], [y, ¬v6, v7]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v4, ¬v5], [y, v6, ¬v7]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v4, ¬v5], [y, v6, v7]]                                                                                                                                                                                          
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v4, v5], [y, ¬v6, ¬v7]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v4, v5], [y, ¬v6, v7]]                                                                                                                                                                                          
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v4, v5], [y, v6, ¬v7]]                                                                                                                                                                                          
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v4, v5], [y, v6, v7]]                                                                                                                                                                                           
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, ¬v5, ¬v6], [y, v4, ¬v7]]                                                                                                                                                                                        
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, ¬v5, ¬v6], [y, v4, v7]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, ¬v5, v6], [y, v4, ¬v7]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, ¬v5, v6], [y, v4, v7]]                                                                                                                                                                                          
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v5, ¬v6], [y, v4, ¬v7]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v5, ¬v6], [y, v4, v7]]                                                                                                                                                                                          
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v5, v6], [y, v4, ¬v7]]                                                                                                                                                                                          
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v5, v6], [y, v4, v7]]                                                                                                                                                                                           
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, ¬v4], [y, v3, ¬v5], [y, ¬v6, ¬v7]]                                                                                                                                                                                       
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, ¬v4], [y, v3, ¬v5], [y, ¬v6, v7]]                                                                                                                                                                                        
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, ¬v4], [y, v3, ¬v5], [y, v6, ¬v7]]                                                                                                                                                                                        
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, ¬v4], [y, v3, ¬v5], [y, v6, v7]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, ¬v4], [y, v3, v5], [y, ¬v6, ¬v7]]                                                                                                                                                                                        
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, ¬v4], [y, v3, v5], [y, ¬v6, v7]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, ¬v4], [y, v3, v5], [y, v6, ¬v7]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, ¬v4], [y, v3, v5], [y, v6, v7]]                                                                                                                                                                                          
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v3, ¬v5], [y, ¬v6, ¬v7]]                                                                                                                                                                                        
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v3, ¬v5], [y, ¬v6, v7]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v3, ¬v5], [y, v6, ¬v7]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v3, ¬v5], [y, v6, v7]]                                                                                                                                                                                          
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v3, v5], [y, ¬v6, ¬v7]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v3, v5], [y, ¬v6, v7]]                                                                                                                                                                                          
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v3, v5], [y, v6, ¬v7]]                                                                                                                                                                                          
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v3, v5], [y, v6, v7]]                                                                                                                                                                                           
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v3, v4], [y, ¬v5, ¬v6]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v3, v4], [y, ¬v5, v6]]                                                                                                                                                                                          
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v3, v4], [y, v5, ¬v6]]                                                                                                                                                                                          
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v3, v4], [y, v5, v6]]                                                                                                                                                                                           
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v3, ¬v5], [y, v4, ¬v6]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v3, ¬v5], [y, v4, v6]]                                                                                                                                                                                          
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v3, v5], [y, v4, ¬v6]]                                                                                                                                                                                          
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v3, v5], [y, v4, v6]]                                                                                                                                                                                           
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, ¬v4], [y, ¬v5, ¬v6], [y, v3, ¬v7]]                                                                                                                                                                                       
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, ¬v4], [y, ¬v5, ¬v6], [y, v3, v7]]                                                                                                                                                                                        
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, ¬v4], [y, ¬v5, v6], [y, v3, ¬v7]]                                                                                                                                                                                        
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, ¬v4], [y, ¬v5, v6], [y, v3, v7]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, ¬v4], [y, v5, ¬v6], [y, v3, ¬v7]]                                                                                                                                                                                        
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, ¬v4], [y, v5, ¬v6], [y, v3, v7]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, ¬v4], [y, v5, v6], [y, v3, ¬v7]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, ¬v4], [y, v5, v6], [y, v3, v7]]                                                                                                                                                                                          
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, ¬v5, ¬v6], [y, v3, ¬v7]]                                                                                                                                                                                        
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, ¬v5, ¬v6], [y, v3, v7]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, ¬v5, v6], [y, v3, ¬v7]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, ¬v5, v6], [y, v3, v7]]                                                                                                                                                                                          
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v5, ¬v6], [y, v3, ¬v7]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v5, ¬v6], [y, v3, v7]]                                                                                                                                                                                          
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v5, v6], [y, v3, ¬v7]]                                                                                                                                                                                          
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v5, v6], [y, v3, v7]]                                                                                                                                                                                           
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v4, ¬v5], [y, v3, ¬v6]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v4, ¬v5], [y, v3, v6]]                                                                                                                                                                                          
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v4, v5], [y, v3, ¬v6]]                                                                                                                                                                                          
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v4, v5], [y, v3, v6]]                                                                                                                                                                                           
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, ¬v5, ¬v6], [y, v3, v4]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, ¬v5, v6], [y, v3, v4]]                                                                                                                                                                                          
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v5, ¬v6], [y, v3, v4]]                                                                                                                                                                                          
[[¬x, ¬y], [x, v1, ¬v2], [x, v3, v4], [y, v5, v6], [y, v3, v4]]                                                                                                                                                                                           
[[¬x, ¬y], [x, v1, v2], [x, ¬v3, ¬v4], [y, ¬v5, ¬v6], [y, ¬v7, ¬v8]]                                                                                                                                                                                      
[[¬x, ¬y], [x, v1, v2], [x, ¬v3, ¬v4], [y, ¬v5, ¬v6], [y, ¬v7, v8]]                                                                                                                                                                                       
[[¬x, ¬y], [x, v1, v2], [x, ¬v3, ¬v4], [y, ¬v5, ¬v6], [y, v7, ¬v8]]                                                                                                                                                                                       
[[¬x, ¬y], [x, v1, v2], [x, ¬v3, ¬v4], [y, ¬v5, ¬v6], [y, v7, v8]]                                                                                                                                                                                        
[[¬x, ¬y], [x, v1, v2], [x, ¬v3, ¬v4], [y, ¬v5, v6], [y, ¬v7, ¬v8]]                                                                                                                                                                                       
[[¬x, ¬y], [x, v1, v2], [x, ¬v3, ¬v4], [y, ¬v5, v6], [y, ¬v7, v8]]                                                                                                                                                                                        
[[¬x, ¬y], [x, v1, v2], [x, ¬v3, ¬v4], [y, ¬v5, v6], [y, v7, ¬v8]]                                                                                                                                                                                        
[[¬x, ¬y], [x, v1, v2], [x, ¬v3, ¬v4], [y, ¬v5, v6], [y, v7, v8]]                                                                                                                                                                                         
[[¬x, ¬y], [x, v1, v2], [x, ¬v3, ¬v4], [y, v5, ¬v6], [y, ¬v7, ¬v8]]                                                                                                                                                                                       
[[¬x, ¬y], [x, v1, v2], [x, ¬v3, ¬v4], [y, v5, ¬v6], [y, ¬v7, v8]]                                                                                                                                                                                        
[[¬x, ¬y], [x, v1, v2], [x, ¬v3, ¬v4], [y, v5, ¬v6], [y, v7, ¬v8]]                                                                                                                                                                                        
