[[¬x, ¬y, ¬z], [x, ¬v1, v2], [x, ¬v3], [y, ¬v4, v5], [y, v2], [z, v5], [z, ¬v6]]                                                                      
[[¬x, ¬y, ¬z], [x, v1, v2], [x, ¬v3], [y, v4, v5], [y, v6], [z, v1], [z, v4]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, ¬v4, v5], [y, ¬v6], [z, v1], [z, v5]]                                                                        
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, ¬v4, v5], [y, v6], [z, v1], [z, v5]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v4, v5], [y, ¬v6], [z, v1], [z, v5]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v4, v5], [y, v6], [z, v1], [z, v5]]                                                                          
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v4, ¬v5], [y, ¬v6], [z, v1], [z, v4]]                                                                        
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v4, ¬v5], [y, v6], [z, v1], [z, v4]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v4, v5], [y, ¬v6], [z, v1], [z, v4]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v4, v5], [y, v6], [z, v1], [z, v4]]                                                                          
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v3, ¬v4], [y, ¬v5], [z, v1], [z, ¬v6]]                                                                       
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v3, ¬v4], [y, ¬v5], [z, v1], [z, v6]]                                                                        
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v3, ¬v4], [y, v5], [z, v1], [z, ¬v6]]                                                                        
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v3, ¬v4], [y, v5], [z, v1], [z, v6]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v3, v4], [y, ¬v5], [z, v1], [z, ¬v6]]                                                                        
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v3, v4], [y, ¬v5], [z, v1], [z, v6]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v3, v4], [y, v5], [z, v1], [z, ¬v6]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v3, v4], [y, v5], [z, v1], [z, v6]]                                                                          
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v3, v4], [y, ¬v5], [z, v1], [z, v4]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v3, v4], [y, v5], [z, v1], [z, v4]]                                                                          
[[¬x, ¬y, ¬z], [x, v1, v2], [x, ¬v3], [y, v2, v4], [y, ¬v5], [z, v1], [z, v4]]                                                                        
[[¬x, ¬y, ¬z], [x, v1, v2], [x, ¬v3], [y, v2, v4], [y, v5], [z, v1], [z, v4]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v2, v4], [y, ¬v5], [z, v1], [z, v4]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v2, v4], [y, v5], [z, v1], [z, v4]]                                                                          
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v2, v3], [y, ¬v4], [z, v1], [z, ¬v5]]                                                                        
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v2, v3], [y, ¬v4], [z, v1], [z, v5]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v2, v3], [y, v4], [z, v1], [z, ¬v5]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v2, v3], [y, v4], [z, v1], [z, v5]]                                                                          
[[¬x, ¬y, ¬z], [x, v1, v2], [x, ¬v3], [y, ¬v4, v5], [y, v2], [z, v1], [z, v5]]                                                                        
[[¬x, ¬y, ¬z], [x, v1, v2], [x, ¬v3], [y, v4, v5], [y, v2], [z, v1], [z, v5]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, ¬v3], [y, v4, ¬v5], [y, v2], [z, v1], [z, v4]]                                                                        
[[¬x, ¬y, ¬z], [x, v1, v2], [x, ¬v3], [y, v4, v5], [y, v2], [z, v1], [z, v4]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, ¬v4, v5], [y, v2], [z, v1], [z, v5]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v4, v5], [y, v2], [z, v1], [z, v5]]                                                                          
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v4, ¬v5], [y, v2], [z, v1], [z, v4]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v4, v5], [y, v2], [z, v1], [z, v4]]                                                                          
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v3, ¬v4], [y, v2], [z, v1], [z, ¬v5]]                                                                        
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v3, ¬v4], [y, v2], [z, v1], [z, v5]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v3, v4], [y, v2], [z, v1], [z, ¬v5]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v3, v4], [y, v2], [z, v1], [z, v5]]                                                                          
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v3, v4], [y, v2], [z, v1], [z, v4]]                                                                          
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v3, ¬v4], [y, ¬v5], [z, v1], [z, v2]]                                                                        
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v3, ¬v4], [y, v5], [z, v1], [z, v2]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v3, v4], [y, ¬v5], [z, v1], [z, v2]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v3, v4], [y, v5], [z, v1], [z, v2]]                                                                          
[[¬x, ¬y, ¬z], [x, v1, ¬v2], [x, ¬v3], [y, ¬v4, v5], [y, ¬v6], [z, v5], [z, v1]]                                                                      
[[¬x, ¬y, ¬z], [x, v1, ¬v2], [x, ¬v3], [y, ¬v4, v5], [y, v6], [z, v5], [z, v1]]                                                                       
[[¬x, ¬y, ¬z], [x, v1, ¬v2], [x, ¬v3], [y, v4, v5], [y, ¬v6], [z, v5], [z, v1]]                                                                       
[[¬x, ¬y, ¬z], [x, v1, ¬v2], [x, ¬v3], [y, v4, v5], [y, v6], [z, v5], [z, v1]]                                                                        
[[¬x, ¬y, ¬z], [x, v1, ¬v2], [x, ¬v3], [y, v4, ¬v5], [y, ¬v6], [z, v4], [z, v1]]                                                                      
[[¬x, ¬y, ¬z], [x, v1, ¬v2], [x, ¬v3], [y, v4, ¬v5], [y, v6], [z, v4], [z, v1]]                                                                       
[[¬x, ¬y, ¬z], [x, v1, ¬v2], [x, ¬v3], [y, v4, v5], [y, ¬v6], [z, v4], [z, v1]]                                                                       
[[¬x, ¬y, ¬z], [x, v1, ¬v2], [x, ¬v3], [y, v4, v5], [y, v6], [z, v4], [z, v1]]                                                                        
[[¬x, ¬y, ¬z], [x, v1, ¬v2], [x, v3], [y, ¬v4, v5], [y, ¬v6], [z, v5], [z, v1]]                                                                       
[[¬x, ¬y, ¬z], [x, v1, ¬v2], [x, v3], [y, ¬v4, v5], [y, v6], [z, v5], [z, v1]]                                                                        
[[¬x, ¬y, ¬z], [x, v1, ¬v2], [x, v3], [y, v4, v5], [y, ¬v6], [z, v5], [z, v1]]                                                                        
[[¬x, ¬y, ¬z], [x, v1, ¬v2], [x, v3], [y, v4, v5], [y, v6], [z, v5], [z, v1]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, ¬v2], [x, v3], [y, v4, ¬v5], [y, ¬v6], [z, v4], [z, v1]]                                                                       
[[¬x, ¬y, ¬z], [x, v1, ¬v2], [x, v3], [y, v4, ¬v5], [y, v6], [z, v4], [z, v1]]                                                                        
[[¬x, ¬y, ¬z], [x, v1, ¬v2], [x, v3], [y, v4, v5], [y, ¬v6], [z, v4], [z, v1]]                                                                        
[[¬x, ¬y, ¬z], [x, v1, ¬v2], [x, v3], [y, v4, v5], [y, v6], [z, v4], [z, v1]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, ¬v2], [x, v3], [y, v3, ¬v4], [y, ¬v5], [z, ¬v6], [z, v1]]                                                                      
[[¬x, ¬y, ¬z], [x, v1, ¬v2], [x, v3], [y, v3, ¬v4], [y, ¬v5], [z, v6], [z, v1]]                                                                       
[[¬x, ¬y, ¬z], [x, v1, ¬v2], [x, v3], [y, v3, ¬v4], [y, v5], [z, ¬v6], [z, v1]]                                                                       
[[¬x, ¬y, ¬z], [x, v1, ¬v2], [x, v3], [y, v3, ¬v4], [y, v5], [z, v6], [z, v1]]                                                                        
[[¬x, ¬y, ¬z], [x, v1, ¬v2], [x, v3], [y, v3, v4], [y, ¬v5], [z, ¬v6], [z, v1]]                                                                       
[[¬x, ¬y, ¬z], [x, v1, ¬v2], [x, v3], [y, v3, v4], [y, ¬v5], [z, v6], [z, v1]]                                                                        
[[¬x, ¬y, ¬z], [x, v1, ¬v2], [x, v3], [y, v3, v4], [y, v5], [z, ¬v6], [z, v1]]                                                                        
[[¬x, ¬y, ¬z], [x, v1, ¬v2], [x, v3], [y, v3, v4], [y, v5], [z, v6], [z, v1]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, ¬v2], [x, v3], [y, v3, v4], [y, ¬v5], [z, v4], [z, v1]]                                                                        
[[¬x, ¬y, ¬z], [x, v1, ¬v2], [x, v3], [y, v3, v4], [y, v5], [z, v4], [z, v1]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, ¬v3], [y, ¬v4, v5], [y, ¬v6], [z, v5], [z, v1]]                                                                       
[[¬x, ¬y, ¬z], [x, v1, v2], [x, ¬v3], [y, ¬v4, v5], [y, v6], [z, v5], [z, v1]]                                                                        
[[¬x, ¬y, ¬z], [x, v1, v2], [x, ¬v3], [y, v4, v5], [y, ¬v6], [z, v5], [z, v1]]                                                                        
[[¬x, ¬y, ¬z], [x, v1, v2], [x, ¬v3], [y, v4, v5], [y, v6], [z, v5], [z, v1]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, ¬v3], [y, v4, ¬v5], [y, ¬v6], [z, v4], [z, v1]]                                                                       
[[¬x, ¬y, ¬z], [x, v1, v2], [x, ¬v3], [y, v4, ¬v5], [y, v6], [z, v4], [z, v1]]                                                                        
[[¬x, ¬y, ¬z], [x, v1, v2], [x, ¬v3], [y, v4, v5], [y, ¬v6], [z, v4], [z, v1]]                                                                        
[[¬x, ¬y, ¬z], [x, v1, v2], [x, ¬v3], [y, v4, v5], [y, v6], [z, v4], [z, v1]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, ¬v4, v5], [y, ¬v6], [z, v5], [z, v1]]                                                                        
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, ¬v4, v5], [y, v6], [z, v5], [z, v1]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v4, v5], [y, ¬v6], [z, v5], [z, v1]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v4, v5], [y, v6], [z, v5], [z, v1]]                                                                          
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v4, ¬v5], [y, ¬v6], [z, v4], [z, v1]]                                                                        
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v4, ¬v5], [y, v6], [z, v4], [z, v1]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v4, v5], [y, ¬v6], [z, v4], [z, v1]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v4, v5], [y, v6], [z, v4], [z, v1]]                                                                          
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v3, ¬v4], [y, ¬v5], [z, ¬v6], [z, v1]]                                                                       
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v3, ¬v4], [y, ¬v5], [z, v6], [z, v1]]                                                                        
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v3, ¬v4], [y, v5], [z, ¬v6], [z, v1]]                                                                        
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v3, ¬v4], [y, v5], [z, v6], [z, v1]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v3, v4], [y, ¬v5], [z, ¬v6], [z, v1]]                                                                        
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v3, v4], [y, ¬v5], [z, v6], [z, v1]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v3, v4], [y, v5], [z, ¬v6], [z, v1]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v3, v4], [y, v5], [z, v6], [z, v1]]                                                                          
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v3, v4], [y, ¬v5], [z, v4], [z, v1]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v3, v4], [y, v5], [z, v4], [z, v1]]                                                                          
[[¬x, ¬y, ¬z], [x, v1, v2], [x, ¬v3], [y, v2, v4], [y, ¬v5], [z, v4], [z, v1]]                                                                        
[[¬x, ¬y, ¬z], [x, v1, v2], [x, ¬v3], [y, v2, v4], [y, v5], [z, v4], [z, v1]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v2, v4], [y, ¬v5], [z, v4], [z, v1]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v2, v4], [y, v5], [z, v4], [z, v1]]                                                                          
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v2, v3], [y, ¬v4], [z, ¬v5], [z, v1]]                                                                        
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v2, v3], [y, ¬v4], [z, v5], [z, v1]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v2, v3], [y, v4], [z, ¬v5], [z, v1]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v2, v3], [y, v4], [z, v5], [z, v1]]                                                                          
[[¬x, ¬y, ¬z], [x, v1, v2], [x, ¬v3], [y, ¬v4, v5], [y, v2], [z, v5], [z, v1]]                                                                        
[[¬x, ¬y, ¬z], [x, v1, v2], [x, ¬v3], [y, v4, v5], [y, v2], [z, v5], [z, v1]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, ¬v3], [y, v4, ¬v5], [y, v2], [z, v4], [z, v1]]                                                                        
[[¬x, ¬y, ¬z], [x, v1, v2], [x, ¬v3], [y, v4, v5], [y, v2], [z, v4], [z, v1]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, ¬v4, v5], [y, v2], [z, v5], [z, v1]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v4, v5], [y, v2], [z, v5], [z, v1]]                                                                          
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v4, ¬v5], [y, v2], [z, v4], [z, v1]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v4, v5], [y, v2], [z, v4], [z, v1]]                                                                          
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v3, ¬v4], [y, v2], [z, ¬v5], [z, v1]]                                                                        
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v3, ¬v4], [y, v2], [z, v5], [z, v1]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v3, v4], [y, v2], [z, ¬v5], [z, v1]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v3, v4], [y, v2], [z, v5], [z, v1]]                                                                          
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v3, v4], [y, v2], [z, v4], [z, v1]]                                                                          
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v3, ¬v4], [y, ¬v5], [z, v2], [z, v1]]                                                                        
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v3, ¬v4], [y, v5], [z, v2], [z, v1]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v3, v4], [y, ¬v5], [z, v2], [z, v1]]                                                                         
[[¬x, ¬y, ¬z], [x, v1, v2], [x, v3], [y, v3, v4], [y, v5], [z, v2], [z, v1]]                                                                          
